estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving average,daily_deaths_moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
PA,2020-02-25,0,0,0,0,1146.2857142857142,35.57142857142857,8024.0,249.0
PA,2020-02-26,0,0,0,0,885.2857142857143,28.142857142857142,6197.0,197.0
PA,2020-02-27,0,0,0,0,644.2857142857143,22.285714285714285,4510.0,156.0
PA,2020-02-28,0,0,0,0,414.0,14.714285714285714,2898.0,103.0
PA,2020-02-29,0,0,0,0,199.71428571428572,10.428571428571429,1398.0,73.0
PA,2020-03-01,0,0,0,0,39.142857142857146,4.285714285714286,274.0,30.0
PA,2020-03-02,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-03,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-04,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-05,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-06,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-07,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-08,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-09,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-10,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-11,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-12,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-13,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-14,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-15,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-16,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-17,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-18,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-19,0,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-20,1,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-21,1,0,0,0,0.0,0.0,0.0,0.0
PA,2020-03-22,2,1,0,0,0.14285714285714285,0.0,1.0,0.0
PA,2020-03-23,2,0,0,0,0.14285714285714285,0.0,1.0,0.0
PA,2020-03-24,2,0,0,0,0.14285714285714285,0.0,1.0,0.0
PA,2020-03-25,3,1,0,0,0.2857142857142857,0.0,2.0,0.0
PA,2020-03-26,6,3,0,0,0.7142857142857143,0.0,5.0,0.0
PA,2020-03-27,6,0,0,0,0.7142857142857143,0.0,5.0,0.0
PA,2020-03-28,17,10,0,0,2.142857142857143,0.0,15.0,0.0
PA,2020-03-29,18,1,0,0,2.142857142857143,0.0,15.0,0.0
PA,2020-03-30,21,3,0,0,2.5714285714285716,0.0,18.0,0.0
PA,2020-03-31,32,11,0,0,4.142857142857143,0.0,29.0,0.0
PA,2020-04-01,40,8,1,1,5.142857142857143,0.14285714285714285,36.0,1.0
PA,2020-04-02,46,5,1,0,5.428571428571429,0.14285714285714285,38.0,1.0
PA,2020-04-03,50,4,1,0,6.0,0.14285714285714285,42.0,1.0
PA,2020-04-04,80,30,1,0,8.857142857142858,0.14285714285714285,62.0,1.0
PA,2020-04-05,86,6,1,0,9.571428571428571,0.14285714285714285,67.0,1.0
PA,2020-04-06,102,16,3,2,11.428571428571429,0.42857142857142855,80.0,3.0
PA,2020-04-07,138,36,5,2,15.0,0.7142857142857143,105.0,5.0
PA,2020-04-08,167,28,6,1,17.857142857142858,0.7142857142857143,125.0,5.0
PA,2020-04-09,168,1,7,1,17.285714285714285,0.8571428571428571,121.0,6.0
PA,2020-04-10,170,2,9,2,17.0,1.1428571428571428,119.0,8.0
PA,2020-04-11,217,47,10,1,19.428571428571427,1.2857142857142858,136.0,9.0
PA,2020-04-12,246,29,13,3,22.714285714285715,1.7142857142857142,159.0,12.0
PA,2020-04-13,270,24,15,2,23.857142857142858,1.7142857142857142,167.0,12.0
PA,2020-04-14,323,53,19,4,26.285714285714285,2.0,184.0,14.0
PA,2020-04-15,384,61,21,2,31.0,2.142857142857143,217.0,15.0
PA,2020-04-16,438,54,24,3,38.57142857142857,2.4285714285714284,270.0,17.0
PA,2020-04-17,557,119,26,2,55.285714285714285,2.4285714285714284,387.0,17.0
PA,2020-04-18,640,83,33,7,60.42857142857143,3.2857142857142856,423.0,23.0
PA,2020-04-19,685,45,34,1,62.714285714285715,3.0,439.0,21.0
PA,2020-04-20,902,217,35,1,90.28571428571429,2.857142857142857,632.0,20.0
PA,2020-04-21,1026,124,38,3,100.42857142857143,2.7142857142857144,703.0,19.0
PA,2020-04-22,1195,169,43,5,115.85714285714286,3.142857142857143,811.0,22.0
PA,2020-04-23,1267,72,53,10,118.42857142857143,4.142857142857143,829.0,29.0
PA,2020-04-24,1446,179,75,22,127.0,7.0,889.0,49.0
PA,2020-04-25,1662,216,90,15,146.0,8.142857142857142,1022.0,57.0
PA,2020-04-26,1867,205,100,9,168.85714285714286,9.285714285714286,1182.0,65.0
PA,2020-04-27,2128,261,114,14,175.14285714285714,11.142857142857142,1226.0,78.0
PA,2020-04-28,2262,134,129,15,176.57142857142858,12.857142857142858,1236.0,90.0
PA,2020-04-29,2422,160,137,8,175.28571428571428,13.285714285714286,1227.0,93.0
PA,2020-04-30,2876,454,208,71,229.85714285714286,22.0,1609.0,154.0
PA,2020-05-01,3176,300,235,27,247.14285714285714,22.714285714285715,1730.0,159.0
PA,2020-05-02,3460,284,273,38,256.85714285714283,26.0,1798.0,182.0
PA,2020-05-03,3863,403,309,36,285.14285714285717,29.857142857142858,1996.0,209.0
PA,2020-05-04,4125,262,330,21,285.2857142857143,30.857142857142858,1997.0,216.0
PA,2020-05-05,4472,347,369,39,315.7142857142857,34.285714285714285,2210.0,240.0
PA,2020-05-06,5017,545,392,23,370.7142857142857,36.42857142857143,2595.0,255.0
PA,2020-05-07,5524,507,410,18,378.2857142857143,28.857142857142858,2648.0,202.0
PA,2020-05-08,6141,617,515,105,423.57142857142856,40.0,2965.0,280.0
PA,2020-05-09,6775,634,578,63,473.57142857142856,43.57142857142857,3315.0,305.0
PA,2020-05-10,7256,481,652,74,484.7142857142857,49.0,3393.0,343.0
PA,2020-05-11,7563,307,708,56,491.14285714285717,54.0,3438.0,378.0
PA,2020-05-12,8616,1053,864,156,592.0,70.71428571428571,4144.0,495.0
PA,2020-05-13,9618,1002,946,82,657.2857142857143,79.14285714285714,4601.0,554.0
PA,2020-05-14,10867,1249,1063,117,763.2857142857143,93.28571428571429,5343.0,653.0
PA,2020-05-15,12109,1242,1145,82,852.5714285714286,90.0,5968.0,630.0
PA,2020-05-16,13184,1075,1199,54,915.5714285714286,88.71428571428571,6409.0,621.0
PA,2020-05-17,13864,680,1239,40,944.0,83.85714285714286,6608.0,587.0
PA,2020-05-18,14734,870,1329,90,1024.4285714285713,88.71428571428571,7171.0,621.0
PA,2020-05-19,16295,1561,1519,190,1097.0,93.57142857142857,7679.0,655.0
