estado,data,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,daily_cases_moving average,daily_deaths_moving average,sum_of_daily_cases_week,sum_of_daily_deaths_week
AP,2020-02-25,0,0,0,0,467.2857142857143,11.428571428571429,3271.0,80.0
AP,2020-02-26,0,0,0,0,408.42857142857144,10.714285714285714,2859.0,75.0
AP,2020-02-27,0,0,0,0,349.85714285714283,8.285714285714286,2449.0,58.0
AP,2020-02-28,0,0,0,0,253.42857142857142,5.428571428571429,1774.0,38.0
AP,2020-02-29,0,0,0,0,167.85714285714286,3.5714285714285716,1175.0,25.0
AP,2020-03-01,0,0,0,0,90.0,1.2857142857142858,630.0,9.0
AP,2020-03-02,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-03,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-04,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-05,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-06,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-07,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-08,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-09,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-10,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-11,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-12,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-13,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-14,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-15,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-16,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-17,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-18,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-19,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-20,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-21,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-22,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-23,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-24,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-25,0,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-26,1,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-27,1,0,0,0,0.0,0.0,0.0,0.0
AP,2020-03-28,4,3,0,0,0.42857142857142855,0.0,3.0,0.0
AP,2020-03-29,4,0,0,0,0.42857142857142855,0.0,3.0,0.0
AP,2020-03-30,8,4,0,0,1.0,0.0,7.0,0.0
AP,2020-03-31,10,2,0,0,1.2857142857142858,0.0,9.0,0.0
AP,2020-04-01,11,1,0,0,1.4285714285714286,0.0,10.0,0.0
AP,2020-04-02,11,0,0,0,1.4285714285714286,0.0,10.0,0.0
AP,2020-04-03,19,8,0,0,2.5714285714285716,0.0,18.0,0.0
AP,2020-04-04,28,9,1,1,3.4285714285714284,0.14285714285714285,24.0,1.0
AP,2020-04-05,29,1,2,1,3.5714285714285716,0.2857142857142857,25.0,2.0
AP,2020-04-06,34,5,2,0,3.7142857142857144,0.2857142857142857,26.0,2.0
AP,2020-04-07,48,14,2,0,5.428571428571429,0.2857142857142857,38.0,2.0
AP,2020-04-08,107,59,2,0,13.714285714285714,0.2857142857142857,96.0,2.0
AP,2020-04-09,128,21,2,0,16.714285714285715,0.2857142857142857,117.0,2.0
AP,2020-04-10,166,38,2,0,21.0,0.2857142857142857,147.0,2.0
AP,2020-04-11,193,27,3,1,23.571428571428573,0.2857142857142857,165.0,2.0
AP,2020-04-12,230,37,5,2,28.714285714285715,0.42857142857142855,201.0,3.0
AP,2020-04-13,242,12,5,0,29.714285714285715,0.42857142857142855,208.0,3.0
AP,2020-04-14,307,65,6,1,37.0,0.5714285714285714,259.0,4.0
AP,2020-04-15,334,27,7,1,32.42857142857143,0.7142857142857143,227.0,5.0
AP,2020-04-16,362,28,9,2,33.42857142857143,1.0,234.0,7.0
AP,2020-04-17,370,8,10,1,29.142857142857142,1.1428571428571428,204.0,8.0
AP,2020-04-18,393,23,10,0,28.571428571428573,1.0,200.0,7.0
AP,2020-04-19,416,23,11,1,26.571428571428573,0.8571428571428571,186.0,6.0
AP,2020-04-20,433,17,13,2,27.285714285714285,1.1428571428571428,191.0,8.0
AP,2020-04-21,457,24,13,0,21.428571428571427,1.0,150.0,7.0
AP,2020-04-22,479,22,14,1,20.714285714285715,1.0,145.0,7.0
AP,2020-04-23,548,69,16,2,26.571428571428573,1.0,186.0,7.0
AP,2020-04-24,633,85,18,2,37.57142857142857,1.1428571428571428,263.0,8.0
AP,2020-04-25,685,52,19,1,41.714285714285715,1.2857142857142858,292.0,9.0
AP,2020-04-26,798,113,21,2,54.57142857142857,1.4285714285714286,382.0,10.0
AP,2020-04-27,842,44,26,5,58.42857142857143,1.8571428571428572,409.0,13.0
AP,2020-04-28,918,76,28,2,65.85714285714286,2.142857142857143,461.0,15.0
AP,2020-04-29,1016,98,31,3,76.71428571428571,2.4285714285714284,537.0,17.0
AP,2020-04-30,1080,64,34,3,76.0,2.5714285714285716,532.0,18.0
AP,2020-05-01,1121,41,37,3,69.71428571428571,2.7142857142857144,488.0,19.0
AP,2020-05-02,1187,66,40,3,71.71428571428571,3.0,502.0,21.0
AP,2020-05-03,1482,295,43,3,97.71428571428571,3.142857142857143,684.0,22.0
AP,2020-05-04,1733,251,49,6,127.28571428571429,3.2857142857142856,891.0,23.0
AP,2020-05-05,1931,198,55,6,144.71428571428572,3.857142857142857,1013.0,27.0
AP,2020-05-06,2046,115,56,1,147.14285714285714,3.5714285714285716,1030.0,25.0
AP,2020-05-07,2199,153,61,5,159.85714285714286,3.857142857142857,1119.0,27.0
AP,2020-05-08,2322,123,66,5,171.57142857142858,4.142857142857143,1201.0,29.0
AP,2020-05-09,2493,171,69,3,186.57142857142858,4.142857142857143,1306.0,29.0
AP,2020-05-10,2613,120,72,3,161.57142857142858,4.142857142857143,1131.0,29.0
AP,2020-05-11,2671,58,73,1,134.0,3.4285714285714284,938.0,24.0
AP,2020-05-12,2910,239,86,13,139.85714285714286,4.428571428571429,979.0,31.0
AP,2020-05-13,3005,95,94,8,137.0,5.428571428571429,959.0,38.0
AP,2020-05-14,3428,423,101,7,175.57142857142858,5.714285714285714,1229.0,40.0
AP,2020-05-15,3630,202,103,2,186.85714285714286,5.285714285714286,1308.0,37.0
